datetime,subject,raw,eid,pid,process_name,user,is_src,protocol,src_ip,src_port,src_hostname,dst_ip,dst_port,dst_hostname
2022-08-05 21:42:40+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:42:40.628851600Z""/>
    <EventRecordID>131718</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:42:35.199</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8ECC-62ED-0000-001077C97C01}</Data>
    <Data Name=""ProcessId"">6728</Data>
    <Data Name=""Image"">C:\Program Files (x86)\Java\jre7\bin\java.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53461</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">192.0.78.195</Data>
    <Data Name=""DestinationHostname""/>
    <Data Name=""DestinationPort"">80</Data>
    <Data Name=""DestinationPortName"">http</Data>
  </EventData>
</Event>
",3,6728,C:\Program Files (x86)\Java\jre7\bin\java.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53461,ACC-10.corp.net,192.0.78.195,80,
2022-08-05 21:42:40+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:42:40.628851600Z""/>
    <EventRecordID>131721</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:42:35.210</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EBE-62ED-0000-001053547C01}</Data>
    <Data Name=""ProcessId"">5440</Data>
    <Data Name=""Image"">C:\Program Files (x86)\Internet Explorer\iexplore.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53462</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">192.0.78.195</Data>
    <Data Name=""DestinationHostname""/>
    <Data Name=""DestinationPort"">80</Data>
    <Data Name=""DestinationPortName"">http</Data>
  </EventData>
</Event>
",3,5440,C:\Program Files (x86)\Internet Explorer\iexplore.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53462,ACC-10.corp.net,192.0.78.195,80,
2022-08-05 21:42:57+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:42:57.362157600Z""/>
    <EventRecordID>131753</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:42:52.089</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53463</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">82.144.131.5</Data>
    <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53463,ACC-10.corp.net,82.144.131.5,443,5-131.gtt-net.cz
2022-08-05 21:42:58+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:42:58.635855800Z""/>
    <EventRecordID>131754</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:42:52.136</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53464</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">73.245.147.162</Data>
    <Data Name=""DestinationHostname""/>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53464,ACC-10.corp.net,73.245.147.162,443,
2022-08-05 21:43:57+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:43:57.099811500Z""/>
    <EventRecordID>131841</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:43:51.862</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53465</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">82.144.131.5</Data>
    <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53465,ACC-10.corp.net,82.144.131.5,443,5-131.gtt-net.cz
2022-08-05 21:44:51+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:44:51.765574600Z""/>
    <EventRecordID>132219</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:44:46.388</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53558</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">73.245.147.162</Data>
    <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53558,ACC-10.corp.net,73.245.147.162,443,c-73-245-147-162.hsd1.fl.comcast.net
2022-08-05 21:45:49+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:45:49.222591600Z""/>
    <EventRecordID>132649</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:45:44.005</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53653</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">82.144.131.5</Data>
    <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53653,ACC-10.corp.net,82.144.131.5,443,5-131.gtt-net.cz
2022-08-05 21:46:40+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:46:40.797338500Z""/>
    <EventRecordID>132875</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:46:35.654</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53701</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">73.245.147.162</Data>
    <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53701,ACC-10.corp.net,73.245.147.162,443,c-73-245-147-162.hsd1.fl.comcast.net
2022-08-05 21:47:34+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:47:34.892624300Z""/>
    <EventRecordID>133101</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:47:29.774</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53748</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">82.144.131.5</Data>
    <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53748,ACC-10.corp.net,82.144.131.5,443,5-131.gtt-net.cz
2022-08-05 21:48:32+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>3</EventID>
    <Version>5</Version>
    <Level>4</Level>
    <Task>3</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T21:48:32.761269500Z""/>
    <EventRecordID>133484</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1928""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 21:48:27.033</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>
    <Data Name=""ProcessId"">364</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
    <Data Name=""User"">CORP\Joann.Sims</Data>
    <Data Name=""Protocol"">tcp</Data>
    <Data Name=""Initiated"">true</Data>
    <Data Name=""SourceIsIpv6"">false</Data>
    <Data Name=""SourceIp"">172.17.11.184</Data>
    <Data Name=""SourceHostname"">ACC-10.corp.net</Data>
    <Data Name=""SourcePort"">53843</Data>
    <Data Name=""SourcePortName""/>
    <Data Name=""DestinationIsIpv6"">false</Data>
    <Data Name=""DestinationIp"">73.245.147.162</Data>
    <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>
    <Data Name=""DestinationPort"">443</Data>
    <Data Name=""DestinationPortName"">https</Data>
  </EventData>
</Event>
",3,364,C:\Windows\SysWOW64\rundll32.exe,CORP\Joann.Sims,true,tcp,172.17.11.184,53843,ACC-10.corp.net,73.245.147.162,443,c-73-245-147-162.hsd1.fl.comcast.net
